"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
382.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
382.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
382.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
382.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
382.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
382.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
382.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
383.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
384.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
385.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
386.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
387.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
388.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
389.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
390.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
391.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
392.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
393.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
394.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
395.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
396.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
397.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
398.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
399.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
400.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
401.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
402.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
403.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
404.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
405.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
406.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
407.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
408.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
409.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
410.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
411.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
412.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
